,Unnamed: 0,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,OrderDate,TransactionTime,ItemProfit,WeekID,DayID
707029,707029,T981930,6011,7/7/82,M,SONEPAT,7103.07,2016-09-15,75739.0,1000.0,35,251
707110,707110,T982040,5338,1/11/80,M,COIMBATORE,17362.21,2016-09-15,125721.0,1500.0,35,251
707180,707180,T982135,2444,15/2/81,F,GHAZIABAD,68177.13,2016-09-15,104148.0,200.0,35,251
707208,707208,T982168,2766,14/2/86,M,ZIRAKPUR,1672.48,2016-09-15,182548.0,1000.0,35,251
707210,707210,T982170,1880,6/7/89,M,BANGALORE,9198576.98,2016-09-15,174325.0,497.52,35,251
707229,707229,T982190,2268,4/5/92,M,MUMBAI,17575.36,2016-09-15,130616.0,500.0,35,251
707249,707249,T982224,3291,26/3/95,M,PANIPAT,6428.73,2016-09-15,82120.0,20.0,35,251
707257,707257,T982236,4946,18/7/90,M,TA AND DIST-ANAND,12875.23,2016-09-15,91751.0,620.0,35,251
707278,707278,T982265,3958,1/1/1800,M,SONIPAT,117.65,2016-09-15,102226.0,100.0,35,251
707281,707281,T982268,4006,2/12/68,M,TRICHY,10474.01,2016-09-15,5610.0,50.0,35,251
707298,707298,T982289,5464,1/1/1800,M,NEW DELHI,22153.38,2016-09-15,94645.0,380.0,35,251
707343,707343,T982352,60,2/12/83,M,AIZAWL,0.0,2016-09-15,130131.0,100.0,35,251
707372,707372,T982393,1552,15/1/93,M,THANE,1928.47,2016-09-15,81825.0,30.0,35,251
707391,707391,T982417,120,28/12/91,M,THANE,10170.01,2016-09-15,102728.0,136.18,35,251
707393,707393,T982419,1087,27/9/87,F,DELHI,105181.47,2016-09-15,101606.0,50.0,35,251
707411,707411,T982439,6518,27/7/91,M,ERODE,306.62,2016-09-15,180123.0,326.0,35,251
707426,707426,T982462,4535,1/3/90,M,NOIDA,76.45,2016-09-15,175914.0,10.0,35,251
707429,707429,T982465,6542,1/1/1800,F,NEW DELHI,120112.31,2016-09-15,183508.0,468.0,35,251
707468,707468,T982524,5432,2/4/94,M,DELHI,45142.44,2016-09-15,81833.0,50.0,35,251
707526,707526,T982603,6230,1/2/90,M,NEW DELHI,4081.01,2016-09-15,183508.0,100.0,35,251
707552,707552,T982642,3106,5/4/59,M,NEW DELHI,465.75,2016-09-15,124910.0,800.0,35,251
707568,707568,T982666,5452,17/8/86,F,NEW DELHI,44774.4,2016-09-15,32047.0,10.0,35,251
707593,707593,T982699,2393,30/5/76,F,NEW DELHI,514956.79,2016-09-15,92635.0,1000.0,35,251
707603,707603,T982712,1748,14/4/96,M,GAUTAM BUDDHA NAGAR,11375.96,2016-09-15,102520.0,37.0,35,251
707616,707616,T982727,5928,10/2/88,M,HALISAHAR,1191.47,2016-09-15,103205.0,221.0,35,251
707664,707664,T982787,1680,1/1/1800,M,NEW DELHI,124450.83,2016-09-15,172928.0,500.0,35,251
707668,707668,T982791,3792,1/5/92,M,BANGALORE,473.56,2016-09-15,183343.0,100.0,35,251
707684,707684,T982812,1310,1/1/1800,M,MUMBAI,26635.67,2016-09-15,124735.0,1050.0,35,251
707746,707746,T982897,5068,4/4/94,M,JAIPUR,9826.16,2016-09-15,94547.0,118.0,35,251
707775,707775,T982933,7166,22/12/94,M,WEST GODAVARI,2127.87,2016-09-15,190152.0,25.0,35,251
707782,707782,T982945,2973,5/1/88,M,INDORE,14785.09,2016-09-15,180431.0,102.0,35,251
707797,707797,T982963,5170,20/12/91,M,NOIDA,13099.68,2016-09-15,130014.0,20.0,35,251
707812,707812,T982980,2540,4/3/91,F,HYDERABAD,998.81,2016-09-15,130343.0,251.0,35,251
707829,707829,T983004,264,19/5/92,M,KANGRA,2.74,2016-09-15,91305.0,100.0,35,251
707928,707928,T983144,4078,16/3/97,M,NEW DELHI,124.91,2016-09-15,81006.0,41.0,35,251
707953,707953,T983175,1145,30/5/94,M,TIRUVANAMALAI,2734.57,2016-09-15,180815.0,30.0,35,251
707967,707967,T983197,3772,1/7/83,F,BHUBANESHWAR,8691.9,2016-09-15,102955.0,62.0,35,251
707990,707990,T983230,5707,15/8/88,M,GONDA,3525.87,2016-09-15,182918.0,468.0,35,251
707992,707992,T983232,2708,20/9/95,M,BANGALORE,2891.5,2016-09-15,182856.0,658.95,35,251
707999,707999,T983240,646,20/10/83,F,PUNE,16968.32,2016-09-15,183020.0,655.5,35,251
708031,708031,T983277,1438,27/6/90,F,PUDUKOTTAI,58608.95,2016-09-15,123731.0,204.0,35,251
708064,708064,T983321,1191,2/5/92,M,GURGAON,2952.19,2016-09-15,93629.0,50.0,35,251
708083,708083,T983344,4748,13/4/93,M,TAORU,13765.29,2016-09-15,102932.0,199.0,35,251
708110,708110,T983381,3128,1/7/83,F,BHUBANESHWAR,8691.9,2016-09-15,182531.0,126.0,35,251
708145,708145,T983434,1885,30/3/91,M,DURGAPUR,47815.41,2016-09-15,81639.0,60.0,35,251
708148,708148,T983438,4961,28/8/93,M,NEW DELHI,23115.8,2016-09-15,84428.0,569.0,35,251
708228,708228,T983549,1410,10/6/96,F,BARMER,85.86,2016-09-15,125238.0,30.0,35,251
708236,708236,T983558,914,28/7/92,M,BELGAUM,3941.26,2016-09-15,120319.0,408.25,35,251
708244,708244,T983571,2898,18/11/92,M,DELHI,10149.17,2016-09-15,81105.0,655.0,35,251
708255,708255,T983587,2885,1/3/88,M,NEW DELHI,2654.54,2016-09-15,90842.0,100.0,35,251
708328,708328,T983685,5557,26/1/94,M,MUMBAI,21903.05,2016-09-15,104934.0,65.0,35,251
708329,708329,T983687,2527,23/6/83,M,BANGALORE,10771.26,2016-09-15,103950.0,200.0,35,251
708364,708364,T983730,4261,1/1/1800,M,DELHI,138.4,2016-09-15,183241.0,500.0,35,251
708384,708384,T983755,1195,10/4/89,M,DELHI,2078.05,2016-09-15,4803.0,85.0,35,251
708479,708479,T983871,6296,1/1/1800,M,SHAHDARA DELHI,60453.68,2016-09-15,203344.0,150.0,35,251
708483,708483,T983876,5065,29/9/92,M,KANGRA,4529.83,2016-09-15,192216.0,100.0,35,251
708503,708503,T983909,6056,29/4/73,M,CHENNAI,687201.35,2016-09-15,183833.0,299.0,35,251
708582,708582,T984009,3592,22/12/84,M,NEW DELHI,5421.79,2016-09-15,21913.0,499.0,35,251
708588,708588,T984016,4933,1/10/88,F,MUMBAI,92363.35,2016-09-15,14412.0,80.0,35,251
708594,708594,T984023,4394,15/12/90,M,JAUNPUR,10448.39,2016-09-15,202859.0,50.0,35,251
708615,708615,T984050,1357,5/4/75,M,LUDHIANA,98.21,2016-09-15,195933.0,48.0,35,251
708665,708665,T984113,472,31/5/84,F,NOIDA,11227.55,2016-09-15,185019.0,1204.2,35,251
708671,708671,T984119,7287,14/5/91,M,GUNTUR,148.65,2016-09-15,182851.0,308.9,35,251
708721,708721,T984184,6431,3/8/93,M,IMPHAL,28.86,2016-09-15,173613.0,370.0,35,251
708759,708759,T984240,6934,24/8/82,M,FARIDABAD,736.56,2016-09-15,194950.0,600.0,35,251
708830,708830,T984340,1045,3/7/87,M,GUWAHATI,105893.91,2016-09-15,10041.0,174.0,35,251
708843,708843,T984354,6270,20/9/89,M,DELHI,6.73,2016-09-15,1911.0,240.94,35,251
708857,708857,T984372,1817,30/7/89,M,JAIPUR,11812.58,2016-09-15,180804.0,889.0,35,251
708994,708994,T984556,6976,15/4/92,M,NOIDA,2896.74,2016-09-15,843.0,675.0,35,251
709042,709042,T984621,2079,23/8/76,M,MUMBAI,192889.18,2016-09-15,200130.0,1000.0,35,251
709121,709121,T984724,1525,19/5/89,M,DELHI,76918.39,2016-09-15,185236.0,113.0,35,251
709191,709191,T984818,6811,15/6/89,M,MUMBAI,31867.29,2016-09-15,5924.0,604.0,35,251
709217,709217,T984851,7182,20/10/57,M,KANPUR,46246.9,2016-09-15,195039.0,748.0,35,251
709225,709225,T984864,685,2/1/82,M,NOIDA,59924.29,2016-09-15,203821.0,769.0,35,251
709238,709238,T984882,5615,20/2/87,M,NEW DELHI,133.54,2016-09-15,73827.0,102.0,35,251
709262,709262,T984911,6317,11/3/90,M,GURGAON,64975.36,2016-09-15,110837.0,400.0,35,251
709272,709272,T984928,1433,1/6/90,F,BANGALORE,28075.31,2016-09-15,183410.0,152.05,35,251
709292,709292,T984956,1813,11/3/79,M,RAIPUR,20146.12,2016-09-15,193335.0,249.0,35,251
709383,709383,T985085,6228,26/10/89,M,BHIWANI,7489.58,2016-09-15,103515.0,50.0,35,251
709414,709414,T985126,5109,24/9/81,M,PUNE,13556.64,2016-09-15,190140.0,727.0,35,251
709471,709471,T985213,3965,19/8/85,M,NEW DELHI,20162.79,2016-09-15,205530.0,600.0,35,251
709478,709478,T985220,1655,12/1/78,F,JAIPUR,684.15,2016-09-15,201830.0,400.0,35,251
709487,709487,T985235,6668,14/6/91,F,STOP BANGALORE,255317.32,2016-09-15,195129.0,1247.0,35,251
709501,709501,T985253,2571,10/8/89,F,KOLKATA,144.24,2016-09-15,192657.0,236.0,35,251
709570,709570,T985336,3732,9/6/93,M,BULDHANA,1816.17,2016-09-15,182712.0,153.14,35,251
709594,709594,T985370,1027,16/3/77,M,NEW DELHI,17940.24,2016-09-15,172756.0,813.0,35,251
709598,709598,T985375,1814,19/3/86,M,NOIDA,54949.83,2016-09-15,175819.0,71.0,35,251
709612,709612,T985394,6815,12/5/94,M,MUMBAI,26606.65,2016-09-15,23212.0,53.0,35,251
709622,709622,T985407,645,24/4/94,M,NOIDA,8831.62,2016-09-15,23929.0,20.0,35,251
709660,709660,T985457,18,29/3/82,M,GURGAON,2773.9,2016-09-15,203754.0,370.0,35,251
709683,709683,T985489,1380,25/7/94,M,JAIPUR,4063.87,2016-09-15,111600.0,50.0,35,251
709720,709720,T985536,7201,16/8/92,M,MUMBAI,20634.43,2016-09-15,91137.0,60.0,35,251
709723,709723,T985539,4189,22/11/87,M,AGRA,160.93,2016-09-15,183226.0,1291.0,35,251
709730,709730,T985547,3981,27/3/93,F,NORTH 24 PARGANAS,91.81,2016-09-15,2100.0,22.0,35,251
709761,709761,T985590,6695,1/1/1800,M,PUNE,7233.34,2016-09-15,43752.0,1000.0,35,251
709791,709791,T985625,7341,21/3/90,F,BHOPAL,19583.87,2016-09-15,200905.0,118.9,35,251
709847,709847,T985703,3080,13/6/80,M,SECUNDERABAD,43408.43,2016-09-15,185643.0,271.0,35,251
709849,709849,T985707,3519,8/3/83,M,COIMBATORE,6978.52,2016-09-15,183839.0,25.0,35,251
709860,709860,T985722,5182,20/6/84,M,NEW DELHI,8497.46,2016-09-15,71726.0,1400.0,35,251
709895,709895,T985774,2937,4/10/73,M,NR MONGINIS CAKE FACTORY,4622.22,2016-09-15,174942.0,495.0,35,251
709966,709966,T985868,6243,28/9/88,M,BANGALORE,13384.54,2016-09-15,104056.0,720.0,35,251
710010,710010,T985924,3091,1/1/1800,F,BHIWANDI,352421.73,2016-09-15,182153.0,376.0,35,251
710021,710021,T985942,5516,26/3/91,F,VADODARA,33355.97,2016-09-15,5030.0,272.75,35,251
710026,710026,T985949,1259,13/7/90,M,THANE,115076.16,2016-09-15,2809.0,222.0,35,251
710062,710062,T985998,1969,2/1/54,M,SALEM,15624.51,2016-09-15,53828.0,200.0,35,251
710066,710066,T986004,6614,23/2/95,M,HYDERABAD,18246.75,2016-09-15,25638.0,23.0,35,251
710080,710080,T986023,5258,26/3/92,M,TANDUR RANGA REDDY,4495.22,2016-09-15,203133.0,50.0,35,251
710081,710081,T986024,5609,26/10/87,F,NEW DELHI,20826.74,2016-09-15,102158.0,190.0,35,251
710093,710093,T986039,4316,12/10/94,F,JORHAT,22255.58,2016-09-15,193207.0,585.0,35,251
710144,710144,T986099,6770,22/2/87,M,BURDWAN,20731.01,2016-09-15,185448.0,175.0,35,251
710154,710154,T986116,4815,6/2/90,M,NEW DELHI,39804.08,2016-09-15,184907.0,100.0,35,251
710187,710187,T986163,7333,31/3/82,M,GURGAON,42141.28,2016-09-15,180149.0,559.0,35,251
710196,710196,T986172,3233,5/8/70,M,HYDERABAD,59107.31,2016-09-15,173240.0,659.37,35,251
710214,710214,T986193,6411,7/11/84,M,NEW DELHI,17906.58,2016-09-15,11502.0,300.0,35,251
710228,710228,T986212,989,10/4/73,M,CHENNAI,18818.19,2016-09-15,202951.0,617.0,35,251
710232,710232,T986220,708,8/12/92,M,GURGAON,26910.54,2016-09-15,200919.0,358.0,35,251
710242,710242,T986236,1761,16/12/89,F,GURGAON,9478.56,2016-09-15,195755.0,50.0,35,251
710265,710265,T986268,161,13/3/85,M,PUNE,32754.98,2016-09-15,104512.0,40.0,35,251
710300,710300,T986317,764,19/1/94,M,NEW DELHI,4723.54,2016-09-15,184958.0,261.06,35,251
710345,710345,T986376,5089,1/2/93,M,DELHI,47803.45,2016-09-15,175137.0,200.0,35,251
710356,710356,T986390,3031,1/7/90,M,AGRA,2897.46,2016-09-15,24942.0,96.0,35,251
710366,710366,T986401,4314,20/9/92,M,GARHWAL,8663.68,2016-09-15,23100.0,350.0,35,251
710390,710390,T986436,7057,12/3/88,F,DELHI,7.88,2016-09-15,200809.0,200.0,35,251
710435,710435,T986492,4183,15/2/84,M,AURANGABAD,7249.36,2016-09-15,111538.0,747.0,35,251
710462,710462,T986527,2429,15/5/62,M,CHENNAI,93.66,2016-09-15,184516.0,400.0,35,251
710498,710498,T986573,2817,17/10/90,F,CHENNAI,18961.2,2016-09-15,181958.0,222.0,35,251
710509,710509,T986587,5296,8/9/58,F,KOLKATA,96881.43,2016-09-15,51925.0,25.0,35,251
710529,710529,T986612,4739,2/5/86,M,DELHI,87962.22,2016-09-15,192234.0,97.0,35,251
710538,710538,T986627,3819,17/6/87,F,CHENNAI,465884.19,2016-09-15,203508.0,667.0,35,251
710590,710590,T986695,6761,20/4/79,M,RANGA REDDY,253.97,2016-09-15,182717.0,200.0,35,251
710643,710643,T986759,3820,13/5/91,M,SURAT,34249.64,2016-09-15,175831.0,150.0,35,251
710702,710702,T986844,224,5/7/75,M,GOTTIGERE RD GOTTIGERE BANGALORE,52169.36,2016-09-15,223855.0,360.0,35,251
710717,710717,T986865,5526,17/2/82,M,KOLKATA,13633.23,2016-09-15,191807.0,400.0,35,251
710735,710735,T986890,6408,5/1/87,M,NEW DELHI,27.57,2016-09-15,80445.0,20.0,35,251
710770,710770,T986936,4027,10/11/88,M,MUMBAI,2175.06,2016-09-15,195012.0,400.0,35,251
710778,710778,T986945,4623,1/8/73,M,SIRHIND,144976.92,2016-09-15,200927.0,306.0,35,251
710879,710879,T987084,4552,26/8/88,M,NEW DELHI,369793.97,2016-09-15,220927.0,190.39,35,251
710909,710909,T987125,1755,1/5/75,M,BANGALORE,19351.1,2016-09-15,62958.0,200.0,35,251
710913,710913,T987129,2615,4/3/83,F,NOIDA,12066.84,2016-09-15,83813.0,25.0,35,251
710930,710930,T987155,7133,9/1/88,M,HUBLI,325907.79,2016-09-15,201423.0,139.0,35,251
710952,710952,T987182,3527,4/9/71,M,UJJAIN,66025.46,2016-09-15,145725.0,29.78,35,251
710954,710954,T987184,2946,5/6/87,M,THANE,3497.85,2016-09-15,202817.0,300.0,35,251
711004,711004,T987250,7177,16/10/86,F,SHARJAH,85561.95,2016-09-15,193654.0,350.0,35,251
711068,711068,T987337,2367,25/3/75,M,BANGALORE,10912.36,2016-09-15,232409.0,108.99,35,251
711089,711089,T987375,7010,28/6/91,M,AMRITSAR,7117.76,2016-09-15,190326.0,119.0,35,251
711099,711099,T987396,4788,13/3/91,M,VASAI W THANE,16336.82,2016-09-15,75443.0,10.0,35,251
711164,711164,T987489,62,22/10/90,M,FARIDABAD,5744.81,2016-09-15,191137.0,399.0,35,251
711175,711175,T987505,323,14/12/93,F,BANGALORE,4036.13,2016-09-15,194703.0,460.0,35,251
711239,711239,T987588,6169,10/12/95,M,DASUYA,6702.75,2016-09-15,231447.0,18.0,35,251
711255,711255,T987614,2777,9/6/90,M,VALSAD,23364.63,2016-09-15,233143.0,97.0,35,251
711281,711281,T987671,2923,16/5/91,M,MUMBAI,55871.65,2016-09-15,61300.0,170.0,35,251
711320,711320,T987719,3288,10/2/85,M,REWARI,27984.07,2016-09-15,195016.0,200.0,35,251
711324,711324,T987723,6091,15/5/87,M,NEW DELHI,95113.08,2016-09-15,200512.0,476.0,35,251
711332,711332,T987739,7308,4/9/86,F,NEW DELHI,44596.22,2016-09-15,201216.0,252.0,35,251
711391,711391,T987826,3653,22/1/92,M,KANPUR NAGAR,77.75,2016-09-15,225151.0,200.0,35,251
711552,711552,T988071,4527,18/7/90,F,BANGALORE,32717.72,2016-09-15,221918.0,98.0,35,251
711572,711572,T988112,7191,12/9/86,M,NEW DELHI,14878.46,2016-09-15,221000.0,129.0,35,251
711720,711720,T988299,5055,16/12/89,F,GURGAON,9478.56,2016-09-15,234241.0,130.0,35,251
711755,711755,T988358,5769,8/5/91,F,MUMBAI,28527.34,2016-09-15,224627.0,50.0,35,251
711764,711764,T988372,2746,28/12/73,M,NEW DELHI,17983.89,2016-09-15,190115.0,92.0,35,251
711797,711797,T988421,3085,2/6/93,M,BAHADURGARH,11837.11,2016-09-15,200807.0,67.0,35,251
711823,711823,T988453,494,9/12/69,M,MOHALI,458.71,2016-09-15,202704.0,500.0,35,251
711913,711913,T988580,1782,1/1/1800,M,MEERUT,24173.68,2016-09-15,232311.0,708.0,35,251
711946,711946,T988627,1240,1/1/1800,M,NEW DELHI,29543.72,2016-09-15,20915.0,400.0,35,251
711963,711963,T988650,6939,24/2/93,M,MUMBAI,38322.81,2016-09-15,195816.0,9.0,35,251
712045,712045,T988763,3760,7/5/89,F,NEW DELHI,31852.44,2016-09-15,215839.0,366.0,35,251
712072,712072,T988801,271,26/6/92,M,ERODE,805.85,2016-09-15,232345.0,885.0,35,251
712079,712079,T988809,1221,1/1/1800,M,MEERUT,24173.68,2016-09-15,231914.0,708.0,35,251
712086,712086,T988820,3059,15/4/90,M,GURGAON,27909.63,2016-09-15,221909.0,550.0,35,251
712112,712112,T988851,1962,7/12/81,M,JAIPUR,31149.74,2016-09-15,185419.0,500.0,35,251
712134,712134,T988879,6191,24/12/56,M,NEW DELHI,28830.82,2016-09-15,55144.0,500.0,35,251
712143,712143,T988891,1583,20/12/93,F,THANE,4261.27,2016-09-15,72022.0,341.0,35,251
712178,712178,T988942,4816,26/12/91,M,NAVI MUMBAI,5769.89,2016-09-15,191400.0,276.0,35,251
712198,712198,T988968,2825,19/3/86,M,NAVI MUMBAI,30712.73,2016-09-15,195154.0,250.0,35,251
712201,712201,T988973,949,28/9/92,M,RAJKOT,7691.08,2016-09-15,194117.0,98.0,35,251
712238,712238,T989024,2124,29/10/90,M,BANGALORE,94649.0,2016-09-15,215740.0,323.0,35,251
712254,712254,T989048,244,29/11/88,F,MEHSANA,25413.33,2016-09-15,231200.0,30.0,35,251
712258,712258,T989057,4079,9/12/87,M,DARJEELING,12.57,2016-09-15,223249.0,120.0,35,251
712288,712288,T989092,544,1/1/87,M,BENGALURU,12.0,2016-09-15,84732.0,50.0,35,251
712361,712361,T989187,4188,24/6/91,M,AHMEDABAD,5169.12,2016-09-15,194717.0,120.0,35,251
712412,712412,T989252,3890,31/8/92,F,DELHI,245.65,2016-09-15,233521.0,49.0,35,251
712432,712432,T989282,651,28/2/84,M,MOHALI,271.79,2016-09-15,230507.0,130.0,35,251
712439,712439,T989294,1160,5/4/90,F,MEERUT,4914.15,2016-09-15,193251.0,606.9,35,251
712481,712481,T989352,1341,25/3/75,M,BANGALORE,10912.36,2016-09-15,204015.0,439.0,35,251
712528,712528,T989417,5075,15/3/81,M,BARNALA,6430.79,2016-09-15,190712.0,150.0,35,251
712535,712535,T989428,2785,21/1/93,M,MUMBAI,22880.97,2016-09-15,194251.0,44.0,35,251
712717,712717,T989664,5479,1/1/1800,M,BANGALORE,605036.93,2016-09-15,65039.0,12.84,35,251
712726,712726,T989675,6012,23/3/97,M,SRIPERUMBUDUR,8193.62,2016-09-15,225313.0,100.0,35,251
712757,712757,T989716,5567,1/1/88,M,SAHARANPUR,2418.84,2016-09-15,220109.0,249.0,35,251
712768,712768,T989736,4925,10/3/92,M,JAIPUR,27512.43,2016-09-15,235347.0,349.0,35,251
712794,712794,T989770,1431,28/8/91,M,GUNTUR,5023.55,2016-09-15,234303.0,31.0,35,251
712823,712823,T989805,1425,20/3/63,M,BANGALORE,8570.02,2016-09-15,84800.0,15.39,35,251
712848,712848,T989837,5036,6/4/68,M,MUMBAI,8490.87,2016-09-15,203747.0,130.0,35,251
712851,712851,T989842,5126,22/3/85,M,GURGAON,96870.15,2016-09-15,204533.0,82.0,35,251
712889,712889,T989892,3554,9/7/90,F,NEW DELHI,9736.57,2016-09-15,191326.0,181.0,35,251
712909,712909,T989919,6920,1/7/94,M,NOIDA,3977.45,2016-09-15,203233.0,156.0,35,251
712916,712916,T989926,2502,29/5/94,M,GUNTUR,5393.9,2016-09-15,191425.0,60.0,35,251
712967,712967,T989988,1728,12/6/96,M,HOSHIARPUR,20643.59,2016-09-15,225840.0,101.0,35,251
712968,712968,T989989,1629,17/10/69,M,NAIHATI,19703.05,2016-09-15,235645.0,330.0,35,251
712971,712971,T989994,1448,26/5/94,M,NIZAMABAD,8365.12,2016-09-15,221150.0,200.0,35,251
712972,712972,T989996,3876,19/7/91,F,MORINDA,13852.5,2016-09-15,222845.0,321.0,35,251
713021,713021,T990066,4571,2/5/97,M,GAUTAM BUDDHA NAGAR,81.04,2016-09-15,83515.0,50.0,35,251
713032,713032,T990078,4584,14/6/92,F,JAIPUR,21544.7,2016-09-15,80050.0,299.0,35,251
713063,713063,T990121,3102,23/1/95,M,KOTA,7844.9,2016-09-15,195346.0,65.0,35,251
713124,713124,T990207,2974,29/10/97,F,PUNE,41795.07,2016-09-15,230507.0,200.0,35,251
713131,713131,T990215,1238,19/6/73,M,VALSAD,5.55,2016-09-15,220448.0,10.0,35,251
713189,713189,T990301,1075,20/1/89,M,DELHI,59218.9,2016-09-15,231559.0,205.0,35,251
713301,713301,T990436,809,13/2/75,F,GURGAON,1415.39,2016-09-15,194615.0,504.0,35,251
713303,713303,T990439,3137,30/8/79,M,GURGAON,552507.99,2016-09-15,192009.0,174.25,35,251
713311,713311,T990450,3842,30/5/86,M,HYDERABAD,27582.6,2016-09-15,204017.0,131.17,35,251
713328,713328,T990472,5176,23/9/89,M,BANGALORE,26759.56,2016-09-15,221000.0,344.0,35,251
713334,713334,T990481,5998,25/10/83,M,RANGAREDDI,2567.31,2016-09-15,232759.0,200.0,35,251
713359,713359,T990517,4591,26/4/93,M,FARIDABAD,429.93,2016-09-15,231823.0,30.0,35,251
713361,713361,T990519,2098,5/11/82,M,BANGALORE,23374.4,2016-09-15,231856.0,628.0,35,251
713377,713377,T990539,3521,1/5/96,M,NASHIK,19258.78,2016-09-15,233539.0,75.0,35,251
713446,713446,T990622,2138,23/5/91,M,MUMBAI,8010.36,2016-09-15,200042.0,790.0,35,251
713451,713451,T990630,6181,22/12/82,F,GURGAON,44559.76,2016-09-15,194856.0,196.0,35,251
713478,713478,T990664,3913,9/10/91,M,NEW DELHI,4609.34,2016-09-15,191701.0,96.0,35,251
713487,713487,T990675,5773,9/7/84,M,BANGALORE,52191.88,2016-09-15,194355.0,200.0,35,251
713495,713495,T990684,4630,15/5/98,M,VASCO-DA-GAMA,3277.67,2016-09-15,191501.0,249.0,35,251
713536,713536,T990736,5103,12/2/74,M,NEW DELHI,2686.1,2016-09-15,221503.0,1270.0,35,251
713573,713573,T990868,1973,9/8/89,M,GURGAON,52974.66,2016-09-15,204954.0,500.0,35,251
713599,713599,T990904,4189,1/3/88,M,NEW DELHI,4746.96,2016-09-15,215923.0,120.0,35,251
713616,713616,T990978,6807,8/1/88,M,PUNE,26368.6,2016-09-15,185727.0,180.0,35,251
713630,713630,T990994,2336,18/4/89,F,TUMKUR,20119.45,2016-09-15,194946.0,150.0,35,251
713632,713632,T990998,6613,24/3/89,M,VISAKHAPATNAM,114939.88,2016-09-15,193817.0,35.0,35,251
713722,713722,T991200,3043,19/5/73,M,THANE,13691.38,2016-09-15,94746.0,190.0,35,251
713757,713757,T991302,5663,24/12/95,M,DELHI,5.29,2016-09-15,211434.0,80.0,35,251
713771,713771,T991319,6647,19/11/91,M,THANE,7457.86,2016-09-15,220457.0,417.0,35,251
714013,714013,T991864,4004,17/7/78,M,ALLAHABAD,2396.59,2016-09-15,184953.0,500.0,35,251
714017,714017,T991870,5215,3/6/88,F,CHENNAI,38709.84,2016-09-15,191743.0,417.0,35,251
714104,714104,T992089,1463,19/9/91,M,RAJKOT,1085.12,2016-09-15,193944.0,949.0,35,251
714106,714106,T992091,5770,21/7/84,M,GURGAON,14102.44,2016-09-15,190232.0,60.0,35,251
714137,714137,T992179,3384,2/3/80,M,FARIDABAD,141190.76,2016-09-15,221007.0,500.0,35,251
714182,714182,T992265,2762,2/10/76,F,GURGAON,48895.25,2016-09-15,193217.0,260.0,35,251
714198,714198,T992352,1430,20/7/88,F,BANGALORE,4604.22,2016-09-15,214802.0,65.06,35,251
714254,714254,T992446,5352,24/2/79,M,THIRUVANANTHAPURAM,33293.29,2016-09-15,210538.0,125.0,35,251
714281,714281,T992486,2111,26/3/88,M,MUMBAI,57860.8,2016-09-15,193411.0,221.58,35,251
714292,714292,T992577,1471,6/7/91,M,KAITHAL,0.0,2016-09-15,205405.0,159.0,35,251
714316,714316,T992604,6142,13/1/90,M,FARIDABAD,22362.05,2016-09-15,215341.0,12.0,35,251
714334,714334,T992634,5807,29/10/90,M,BANGALORE,94649.0,2016-09-15,215139.0,146.0,35,251
714349,714349,T992678,1147,6/5/89,F,DELHI,20489.02,2016-09-15,215055.0,430.0,35,251
714387,714387,T992771,7330,11/9/85,M,AGRA,4728.01,2016-09-15,212200.0,300.0,35,251
714407,714407,T992791,5318,21/5/93,F,BANGALORE,16078.97,2016-09-15,205438.0,249.0,35,251
714451,714451,T992851,1537,28/2/90,F,KOHIMA,6742.6,2016-09-15,214615.0,50.0,35,251
714472,714472,T992914,3858,21/5/79,M,BANGALORE,7900.72,2016-09-15,190335.0,50.0,35,251
714504,714504,T993035,1168,8/1/85,M,CHENNAI,351880.66,2016-09-15,211324.0,150.0,35,251
714527,714527,T993067,4214,17/5/84,M,CHENNAI,35397.19,2016-09-15,214459.0,315.0,35,251
714540,714540,T993112,1338,29/12/89,M,K V RANGAREDDY,25222.91,2016-09-15,213827.0,200.0,35,251
714578,714578,T993232,4010,24/8/85,F,GHAZIABAD,6506.32,2016-09-15,204832.0,20.0,35,251
714600,714600,T993261,4467,7/4/84,M,BANGALORE,3304.91,2016-09-15,220351.0,500.0,35,251
714617,714617,T993278,3008,4/5/91,M,SCIENCE NAVI MUMBAI,2426.93,2016-09-15,214534.0,687.0,35,251
714622,714622,T993284,2137,26/7/86,M,GURGAON,17876.69,2016-09-15,211611.0,140.0,35,251
714627,714627,T993289,3482,5/12/83,M,GANDHINAGAR,215.27,2016-09-15,210829.0,1281.0,35,251
714682,714682,T993464,160,1/1/92,M,U S NAGAR,51027.49,2016-09-15,210737.0,102.0,35,251
714695,714695,T993477,4717,25/10/87,M,DHARWARD,39717.45,2016-09-15,215937.0,314.81,35,251
714700,714700,T993484,1321,19/11/66,M,BENGALURU,317741.59,2016-09-15,222401.0,1500.0,35,251
714708,714708,T993494,2165,1/1/1800,M,NEW DELHI,5764.17,2016-09-15,212533.0,1000.0,35,251
714737,714737,T993567,304,12/5/86,M,NOIDA,2645.47,2016-09-15,190203.0,300.0,35,251
714804,714804,T993717,6379,1/1/1800,M,YANAMALAKUDURU VIJAYAWADA,27739.37,2016-09-15,213211.0,270.0,35,251
714809,714809,T993723,2682,8/8/71,M,SCHOOL CHENNAI,,2016-09-15,211245.0,280.0,35,251
